index,product,category,sub_category,brand,sale_price,market_price,type,rating,description
9596,"Syoss - Repair Therapy, 01 Shampoo",Beauty & Hygiene,Hair Care,Schwarzkopf,425.0,425.0,Shampoo & Conditioner,3.0,"Schwarzkopf Syoss Repair Therapy Shampoo 500ml care for dry and damaged hair. The nourishing ingredients in the professional formula of Syoss Repair Therapy deliver deep repair for strong, healthy hair and incredible salon shine."
9605,Skin Correct Face Serum With Niacinamide & Ginger Extract For Acne Marks & Scars,Beauty & Hygiene,Skin Care,Mamaearth,599.0,599.0,Face Care,4.3,"Acne marks and scars are a concern for many people. Mamaearth Skin Correct Face Serum addresses these skin problems with its unique formulation. The combination of proven ingredients such as Niacinamide and Ginger Extract helps reduce acne scars and marks, minimizes enlarged pores, and improves overall skin texture. Niacinamide is a form of Vitamin B3+ and a well-demonstrated ingredient in skincare that balances natural sebum levels and prevents overproduction. As a potent antioxidant, Niacinamide reduces inflammation, evens out skin tone, and restores the skin’s elasticity shrinking enlarged pores. Ginger Extract, on the other hand, is an antioxidant that prevents collagen degradation and stimulates melanin production to even out skin patches. It further helps in soothing the skin, preventing irritation due to acne. The serum is dermatologically tested and can be used on all skin types. The product has no harsh chemicals and is free of SLS, Parabens and Mineral Oils."
9606,"Active Clean Body Wash With Active Charcoal - Shower Gel For Body, Face & Hair",Beauty & Hygiene,Bath & Hand Wash,Nivea Men,129.0,199.0,Bath & Shower,4.3,"With active charcoal for deep cleansing. 3-in-1 for face, body and hair. Dirt, grime and pollution getting you down? Try the new Nivea men active clean shower gel with active charcoal.For beauty tips, tricks & more visit https://bigbasket.Blog/"
9611,"Body Lotion For Very Dry Skin, Nourishing Body Milk With 2x Almond Oil, For Men & Women",Beauty & Hygiene,Skin Care,Nivea,120.0,125.0,Body Care,4.3,"Cold weather, air-conditioned areas, too much time in the sun or even harsh soaps are just a few of the reasons that cause your skin to become itchy, scratchy and really dry. Wouldn’t it be great if there was a body lotion that provided daily nourishment for your very dry skin all day, round the clock? With the goodness of almond oil, Nivea Nourishing Body Milk, instantly alleviates dry skin, and keeps the skin moisturized for 24 hours with just one use! This rich nourishing milk is the original Nivea Body Lotion first formulated as 'liquid crème' in 1961. With an iconic fragrance, this body milk intensively nourishes extremely dry skin, leaving it soft and healthy. Use it after a shower and before going to bed to get a nourished, healthy-looking skin."
9642,Skin Perfect Anti-Imperfections Cream - Age 20+,Beauty & Hygiene,Skin Care,Loreal Paris,90.0,90.0,Face Care,4.1,"L'Oreal skin perfect anti-imperfections and whitening cream is Enriched with Purify. This formula helps reduce imperfections such as spots, hides blemishes and marks and controls oil for a shine-free look. Designed for women from 20 years old, the 1st skin care solution that acts on tone and texture at every age for a perfectly smooth, youthful and fairer skin. It is clinically proven the smoother the skin the fairer it looks."
9661,"Bye Bye Dark Circles - Under Eye Cream For Dark Circles, With Cucumber & Peptide",Beauty & Hygiene,Skin Care,Mamaearth,399.0,399.0,Eye Care,3.7,"Tiring days and sleepless nights can harm your beautiful eyes and make you look dull and tired with those stubborn dark circles. Whatever the reason for your dark circles may be - melanin deposit, iron deposit, stress, pollution or sleepless nights, Mamaearth Bye Bye Dark Circles Eye Cream is here to help you rejuvenate your eyes with the goodness of natural ingredients. Cucumber, which is known for its cooling and skin lightening properties, it soothes under-eye skin and reduces dark circles, Hawkweed Extract, Peptides & Daisy Flower Extract, just like magic, reduce melanin deposition in the skin to a great extent, which ultimately reduces the visibility of dark circles."
9670,Onion Hair Oil For Regrowth & Hair Fall Control With Redensyl,Beauty & Hygiene,Hair Care,Mamaearth,399.0,399.0,Hair Oil & Serum,4.3,"Does your hair get frizzy and unmanageable? Are you left wishing for a remedy to fix your frizzy tassels? Do you want to know the secret to fixing frizzy hair? Try New Dove Intense Repair Conditioner. Control frizz with a nourishing conditioner that’s formulated to nourish and help with frizz prevention. Formulated with Keratin Actives, Dove Intense Repair Conditioner helps to nourish dry and frizzy hair with two-way care. It controls external signs of dryness in the form of frizz while nourishing strands to help them look their best. This conditioner for frizzy, damaged hair Leaves hair visibly smooth and more manageable – giving you smoother hair* that you will be proud of. Use it after your shampoo on damp hair for best results. This nourishing conditioner works immediately to smoothen the hair surface, deeply nourishing to moisturize hair strands for healthier looking and smoother hair use Dove repair conditioner. With every use, you’ll be left with shiny and beautiful hair. Buy New Dove Intense Repair conditioner and treat your hair to a look that will be the cause of envy among all your friends. Dove Conditioners, for 100% care. *Based on lab test with Dove Intense Repair system vs non-conditioning shampoo"
9678,Shower Gel - Cool Burst For Men With Menthol Crystals,Beauty & Hygiene,Men's Grooming,Fiama,149.25,199.0,Bath & Shower,4.2,Fiama Cool burst with Menthol crystals is designed to give you 24 hours fragrance. A unique formulation that can double up as your shampoo as well. Its micro skin conditioners will keep your skin moisturised. So get your dose of Menthol Crystal Blast for a freshness filled day.
9748,Gliss Hair Repair Extreme Serum - Deep Repair,Beauty & Hygiene,Hair Care,Schwarzkopf,595.0,595.0,Hair Oil & Serum,3.8,"The deep repair serum contains the formula with amino protein and the serum penetrates through the deeper hair layers to reconstruct it. Use it regularly and get the silkier soft and supple hair. Apply for a tangibly better hair quality for extremely stressed hair after a week.Give your hair extra care with Gliss Hair Repair Serum Deep-repair Series that is enriched with the combination of amino acid and proteins, which are natural constituents of the hair. Tired and damaged hair loses these natural building blocks and Gliss Deep Repair Serum Series is designed to strengthen them and fill gaps in the hair structure."
9775,Skin Natutals - Wrinkle Lift Anti-Ageing Cream,Beauty & Hygiene,Skin Care,Garnier,206.25,275.0,Face Care,4.4,"Garnier Wrinkle Lift Anti-ageing Cream has been designed to reduce wrinkles and put spring and vitality back into your skin, recovering lost firmness and elasticity. Its formula contains a unique combination of pure natural active ingredients. Ginger known for its revitalizing properties helps boost the natural process of skin's regeneration and reinforces its inner strength. Active essence of cherries, combined with bilberry extract helps firm skin. Garnier Wrinkle Lift is an everyday solution that targets the different signs of ageing: wrinkles, fine lines, loss of firmness, skin dryness."
9815,Natural Glow Kesar Face Wash,Beauty & Hygiene,Skin Care,Himalaya,97.0,130.0,Face Care,4.3,"Himalaya Fairness Kesar Face Pack is a unique natural formulation that evens out skin tone for a fairer you! Turmeric, walnut, Indian aloe and kesar rejuvenate and cleanse your skin of impurities, to reveal a natural glow. Walnut and Indian Aloe heal the skin and remove blackheads. Turmeric and kesar enhance your skin complexion and elasticity. Cinnabloc, our patented, herbal sunscreen agent, protects your skin from harmful UV rays."
9845,Taft Shine Gel Wax,Beauty & Hygiene,Men's Grooming,Schwarzkopf,425.0,425.0,Hair Care & Styling,1.8,Taft Hair Wax is a sculpting product in the Schwarzkopf line and it is used to add hold and shine to hair. The base formula includes vegetable or mineral oils that work to build a finish without being sticky.
9850,Elnett Satin Normal Strength Hair Spray,Beauty & Hygiene,Hair Care,Loreal Paris,750.0,750.0,Hair Styling,,"Achieve your desired hairstyle with Elnett Normal Hold Hairspray. The iconic micro diffuser hairspray sprays so fine and gives natural hair movement and shine with no stiffness, stickiness or visible residue. Protects your style against the effects of humidity and gives up to 24H normal hold. Disappears at the stroke of a brush leaving hair feeling clean and ready to restyle without needing to wash it. Elnett is L'Oréal Paris' most iconic brand used by the finest stylists. Styling women for generations, the gold can have always been at the heart of great style."
9872,Aloe Turmeric Gel From 100% Pure Aloe Vera Plant For Skin & Hair With Vitamin E,Beauty & Hygiene,Skin Care,Mamaearth,249.0,249.0,Face Care,4.0,"Mamaearth's Aloe Turmeric Gel combines the goodness of 100% Pure Aloe Vera, Turmeric & Vitamin E in a multipurpose product. Aloe Vera deeply hydrates skin & hair. It soothes sunburnt skin, calms rashes, heals wounds, and reduces irritation. Naturally rich in vitamins, it slows down ageing and reduces breakouts. It also helps fight dandruff and itch and moisturises hair from root to tip to reduce frizz. Turmeric is a powerful antioxidant that nourishes skin, fights ageing & breakouts, has a powerful antibacterial action, and promotes the overall health of skin & scalp. Vitamin E nourishes & protects skin & hair. Slather this gel from head to toe to moisturise skin & hair, to soothe sunburnt or shaved skin, and to soften dry or frizzy hair. This travel-sized tube fits right into your purse. Mamaearth's Aloe Turmeric Gel is free of harmful toxins like Parabens, Mineral Oil, Silicones, etc."
9904,"Loofah - I-Got-Your-Back, Bath Essentials",Beauty & Hygiene,Bath & Hand Wash,Fiama,299.0,299.0,Bathing Accessories,4.0,"Fiama Bath Essentials I-Got-Your-Back Loofah is here to bring back the Joy of Bathing!Works like a loofah, looks like a brush. Take your time with it, do not you rush. To go where no hand has gone before, add this to your bath kit for extra help."
9925,Moisturizing Aloe Vera Facial Wipes,Beauty & Hygiene,Skin Care,Himalaya,150.0,200.0,Face Care,4.2,"Soft and non-alcoholic with a gentle formulation that instantly cleanses and refreshes the skin while helping to maintain skin moisture. Himalaya's Moisturizing Aloe Vera Facial Wipes are soft and non-alcoholic with a gentle formulation that instantly cleanses and refreshes the skin while helping to maintain skin moisture. Packed with the goodness of Aloe Vera and Fig, our Aloe Vera wipes provide lasting moisture to the skin, and also help conveniently remove make up."
10007,Ice Cool Gas Free Deodorant - Daylong Odour Control,Beauty & Hygiene,Men's Grooming,Nivea Men,212.5,250.0,Men's Deodorants,4.0,"Presenting India 1st Body Deodorizer from Nivea Men. The Ice Cool deodoriser is more than just an ordinary deodorant. Unlike ordinary deodorants, the Nivea Men Ice Cool Body Deodoriser provides day-long odour control in just 1 use, so you don't need to reapply it again and again. Its unique skin-friendly deodorizing formula works on the body to prevent odour formation at its source.For Beauty tips, tricks & more visit‚ https://bigbasket.blog/"
10025,Oil Free Face Moisturizer,Beauty & Hygiene,Skin Care,Mamaearth,99.0,99.0,Face Care,4.3,"Mamaearth's oil-free face moisturizer helps in balancing the pH level of the skin and thus reduces acne breakout. It helps in retaining natural moisture of skin thus making it smooth & elastic. It does not just work on reducing existing acne & pimples but also cleans the oil & closes the pores to prevent their occurrence any further. The non-greasy cream is free from toxins, silicone, paraben, SLS & harmful chemicals."
10054,Deep Conditioning Masque,Beauty & Hygiene,Hair Care,Kaya Clinic,926.5,1090.0,Hair & Scalp Treatment,3.7,"Deep Conditioning Masque is designed to deep-condition and impart instant manageability, visible shine, and smoothness. This unique formula reduces friction on the hair surface to give smoother hair and prevent breakage. Enriched with a complex of basil root, sugar cane, lemon and apple extract, this smooth masque helps prevent hair fall due to breakage and gives up to 2x smoother hair. It is 30% damage reversal."
10088,Skin Natural Serum sheetmask (3 Light complete +3 Charcoal),Beauty & Hygiene,Skin Care,Garnier,423.22,594.0,Face Care,,"Garnier introduces a new generation of face masks for women that infuses skin with 1 week of serum with 1 mask. Use Garnier Light Complete Sheet Mask if you have dull, dehydrated skin with spots. It is enriched with Lemon and Vitamin C and will instantly hydrate and brighten your skin in just 15 mins. It will also help in reducing spots, The tissue mask has been dermatologically tested. How to use – Unfold the mask. Apply on clean face with blue protective film facing outwards. Remove the blue film. Adjust the mask to the contours of your face. Leave it on for 15mins. Remove mask and gently massage your face with the excess serum. • Garnier tissue face masks provide your skin with deep hydration • Garnier Light Complete Sheet Mask is enriched with Lemon and Vitamin C • Perfect for dehydrated and dull skin with spots • Instantly hydrates and brightens skin in just 15 minutes • 1 mask gives you one week of serum • Suitable for all skin types, including sensitive skinGarnier introduces a new generation of face masks for women that infuses skin with 1 week of serum with 1 mask. Garnier Black Serum Mask is a breakthrough black tissue mask technology that offers double purifying and hydrating efficacy. Use Garnier Black Serum Mask if you have dull skin with clogged and enlarged pores. It is enriched with Charcoal, known for its ability to remove impurities. It is also enriched with pore-tightening Black Algae Extracts. The serum mask will intensely hydrate and purify your skin while also tightening its pores. The sheet mask has been dermatologically tested."
10106,Active Care Lip Balm - SPF For 24h Moisture,Beauty & Hygiene,Skin Care,Nivea Men,114.8,140.0,Face & Body,4.2,"Nivea Men Active Care with Pro-vitamin B5 and Hydra IQ combines intensive moisture and protection to leave lips supple and healthy-looking. It provides long-lasting care for your lips effectively protects lips in all weather Fragrance, shine and colourant free Dermatologically tested. This fragrance, shine and colourant free product effectively protect lips in all weather."
10107,Insta Eye Liner - Black,Beauty & Hygiene,Makeup,Lakme,97.5,130.0,Eyes,4.2,"Define the outline of your eyes with some Color, with the Lakme Insta Liner. This eyeliner is endowed with a water-resistant formula that also makes it last longer. The deep intense color of this Lakme Insta Liner accentuates your eye makeup and adds a dash of dramatic beauty and glamour to them. The smooth Brush applies the liner over your eye lids in an even stroke and can be used for various looks you want to create. The Lakme Insta Liner comes in a transparent glass bottle with a sturdy screw type lid and is easy to carry in your bag and perfect for an instant touch up. The Lakme Insta Liner is light-weight and is a comfortable eye makeup for perfect definition. Its water-resistant formula ensures no smudging or smearing, and its deep intense color that does not fade. It is a perfect daily wear eyeliner!"
10122,Easy Tummy Roll on,Baby Care,Baby Bath & Hygiene,Mamaearth,249.0,249.0,Baby Health,4.6,"Hi! I am Mamaearths Easy Tummy Roll On. I understand the pain babies and parents go through because of colic and indigestion. Here I come to your rescue. I am known to be extremely effective in helping babies pass gas easily and sleep peacefully. I contain Hing oil which is known for its ability to reduce reflux that is formed in the stomach. I am a blend of essential oils like Fennel Oil, Peppermint Oil, Ginger Oil and Dill Seed Oil which gives relief from stomach aches and bloating. I am 100% natural with no preservatives, alcohol or any other harmful chemicals."
10165,Bio Morning Nectar Whitening Scrub Wash,Beauty & Hygiene,Skin Care,BIOTIQUE,202.5,270.0,Face Care,3.7,"Morning Nectar Visibly Whitening Scrub Wash helps eliminate and prevent dark spots, blackhead and blemishes, de-flakes, polishes the skin, and clear pores. It also helps lessen fine lines, leaves skin visibly brighter with a clean and fresh feeling."
10201,Bio Milk Protein Whitening & Rejuvenating Face Pack,Beauty & Hygiene,Skin Care,BIOTIQUE,405.0,540.0,Face Care,4.2,"This whitening and nourishing pack is blended with pure extracts of milk protein, wheat germ, almond oil, honey and seaweed to moisturize and revitalise the skin. It eases away wrinkles and lightens skin for a visibly fairer, smoother, rejuvenated complexion."
10226,Purifying Spot Corrector,Beauty & Hygiene,Skin Care,Kaya Clinic,622.5,830.0,Face Care,3.4,"Purifying spot corrector targets blemishes on the spot. This formulation with proven fast action actives like zinc sulphate, salicylic and glycolic acids and witch hazel extract help effectively dry out blemishes for clearer skin. A convenient applicator wants makes this easy to apply and carry. Formula researched and developed by dermatologists."
10230,Total Repair 5 Serum,Beauty & Hygiene,Hair Care,Loreal Paris,150.0,150.0,Hair Oil & Serum,4.1,"5 Problems. 1 Solution. L'Oreal Paris Total Repair 5 Repairing Serum helps fight against the five visible signs of damaged hair - hair fall, dryness, roughness, dullness and split ends without weighing it down. Damaged hair can lack the natural cement which keeps the hair strong and resilient. To ensure cohesion and strength, the L’Oreal Laboratories have created Ceramide-Cement technology to replicate the hair’s natural cement, targetting the 5 problems. When applied, it instantly attaches itself to damaged areas, repairs and unifies the hair‘s surface, creating a protective shield against further damage and split ends. Explore our best hair products to revive and repair damaged hair."
10242,Oil-In-Lotion - Tender Coconut & Tiare,Beauty & Hygiene,Skin Care,Nivea,249.6,260.0,Body Care,4.2,The new Nivea Oil in Lotion Tender Coconut & Tiare Oil is carefully blended fast-absorbing lotion. The indulging care of oil gives you 24 hours moisture with a tender coconut fragrance. It leaves your skin feeling irresistibly soft and smooth.
10284,Excellence Creme Hair Color Small Pack,Beauty & Hygiene,Hair Care,Loreal Paris,249.0,249.0,Hair Color,4.1,"LOreal Paris Excellence Creme gives the richest care for the richest colour. Over the last 20 years, Excellence Creme has been part of women's life and consistently reinvented its formula as an expert; always more efficient, with more care. Infused with its triple care formula: an advanced technology concentrating on 3 powerful ingredients strengthen your hair while colouring, leaving it softer and protected and giving you 100% grey coverage from root to tip! For Beauty tips, tricks & more visit https://bigbasket.blog/"
10294,Natural Repellent Mosquito Patches For Babies With 12 Hour Protection,Baby Care,Baby Bath & Hygiene,Mamaearth,99.0,99.0,Baby Health,3.7,"Hi! I am Mamaearth's 100% natural mosquito repellent patch for babies. I am DEET free with NO harmful chemicals, insecticides or pesticides. I do not cause any side effects like eye irritation or skin damage as I am a 100% natural blend of Citronella, Eucalyptus, Peppermint Oil & Lemon extract. My powerful mosquito repellent blend protects your loved ones from Dengue, Malaria & Chikungunya. I can be pasted on your child's clothes, cot, pram and schoolbag. I offer up to 12 hours of protection from mosquito bites. I am waterproof and can be used for both indoor and outdoor activities. I do not leave any residue on clothes after removal."
10349,Bio Walnut Purifying & Polishing Scrub,Beauty & Hygiene,Skin Care,BIOTIQUE,56.25,75.0,Face Care,4.3,"This exfoliating scrub is blended with pure walnut oil, rich in vitamin A and lecithin, extracts of neem, mint, fenugreek and red sandalwood to purify and polish skin texture. It sweeps away dry lines and leaves skin smooth, soft and spotlessly refreshed. The skin becomes more receptive to the benefits of future treatment."
10424,Tan Removal Orange Face Scrub,Beauty & Hygiene,Skin Care,Himalaya,101.25,135.0,Face Care,4.2,"Himalaya Tan Removal Orange Face Scrub gently exfoliates, smoothens, and lightens tan from the very first use. A powerful combination of natural skin toning, Orange Peel extracts, the effective exfoliating action of Papain and moisturising Oatmeal gives fresh and glowing skin. Papain effectively removes impurities and dead skin cells with its gentle exfoliating properties. Orange Peel conditions skin by eliminating excess facial oil. The Vitamin C component acts as a natural cleanser and improves skin tone. Oatmeal, a mild abrasive, soothes and Moisturises skin for a smooth texture."
10438,"Gel Bathing Bar - Men, Energising Sport",Beauty & Hygiene,Men's Grooming,Fiama,67.0,67.0,Bath & Shower,4.3,"An active life like yours needs something more than just a regular shower gel. Which is why you need the Fiama Gel Bar range designed especially for men. They have skin conditioners that keep your skin moisturised and its invigorating fragrance will keep your mood fresh for hours. So, get ready to never let the day, pull you down."
10491,Face Wash - Strawberry Creme,Beauty & Hygiene,Skin Care,Lakme,115.2,120.0,Face Care,4.2,"The new Lakme Blush and Glow Strawberry Crème face wash is formulated by Lakme Salon experts. Get a touch of creamy moisture and a fruit-kissed glow. Lakme Blush and Glow Strawberry Crème Face Wash is enriched with strawberry antioxidants and a touch of moisture to nourish your skin. The face wash gently cleanses your skin without drying it. Effectively washing away dirt and other impurities, so your skin gets a soft, blush-like glow. Rich in moisture, it nourishes dull and dry skin. Its peach anti-oxidants provide anti-tanning properties. For the best results, use the product on an everyday basis.Lakme is India's No.1 color cosmetics brand offering a wide range of high-end, world-class color cosmetics and skincare products. Lakme has a vast product range specially crafted by experts for the Indian skin. The brand has also been redefining fashion in India for over 15 years with Lakme Fashion Week, India's premier fashion event."
10494,Palette Intensive Colour Cream Long Lasting Intensity 5-68 Medium Chestnut,Beauty & Hygiene,Hair Care,Schwarzkopf,325.0,325.0,Hair Color,4.7,"The formula with high intensive pigments deeply penetrates the hair sealing in the colour for anti-fade protection. Long-lasting colour intensity for weeks and perfect grey coverage. The formula and the care mask together with the Triple Care System – Keratin, Panthenol, Nutri-Oil – care for the hair. For up to 20% more care, Palette strengthens, smoothens and seals the hair for a beautiful long-lasting colour. As compared to the previous formula Features: 1) Long-Lasting Intensity 2) Colour seal for anti-fade protection 3) Extra care during & after colouration 4) Perfect grey coverage"
10553,Youth Eternity Night Cream,Beauty & Hygiene,Skin Care,Himalaya,374.25,499.0,Face Care,4.3,"Himalaya Youth Eternity Night Cream is a breakthrough anti-ageing formulation based on Plant Stem Cell Research and Exotic Herbal Actives. A special blend of Edelweiss Plant Stem Cells, Woodfordia, Rose Myrtle, Cipadessa, and Apple, rich in powerful antioxidants, polyphenols, and anti-ageing properties, works overnight to provide intense hydration, reduce fine lines and wrinkles, leaving skin even-toned, healthy, and visibly youthful. This night cream reduces fine line & wrinkles, improves and evens the skin tone, improves skin elasticity, hydrates and smoothes the skin."
10576,Color Naturals - Creme Hair Color,Beauty & Hygiene,Hair Care,Garnier,153.0,180.0,Hair Color,4.3,"Does your hair get frizzy and unmanageable? Are you left wishing for a remedy to fix your frizzy tassels? Do you want to know the secret to fixing frizzy hair? Try New Dove Intense Repair Conditioner. Control frizz with a nourishing conditioner that’s formulated to nourish and help with frizz prevention. Formulated with Keratin Actives, Dove Intense Repair Conditioner helps to nourish dry and frizzy hair with two-way care. It controls external signs of dryness in the form of frizz while nourishing strands to help them look their best. This conditioner for frizzy, damaged hair Leaves hair visibly smooth and more manageable – giving you smoother hair* that you will be proud of. Use it after your shampoo on damp hair for best results. This nourishing conditioner works immediately to smoothen the hair surface, deeply nourishing to moisturize hair strands for healthier looking and smoother hair use Dove repair conditioner. With every use, you’ll be left with shiny and beautiful hair. Buy New Dove Intense Repair conditioner and treat your hair to a look that will be the cause of envy among all your friends. Dove Conditioners, for 100% care. *Based on lab test with Dove Intense Repair system vs non-conditioning shampoo"
10627,Bio Neem Anti-Dandruff Shampoo & Conditioner,Beauty & Hygiene,Hair Care,BIOTIQUE,502.5,670.0,Shampoo & Conditioner,4.3,"This refreshing formula is a mixture of the natural sap of margosa, euphorbia trees and bhringraj herb that helps in controlling dandruff. It helps in eliminating the dryness, flaking and itching associated with dandruff. The special pH-balanced formula is gentle enough for a daily use. This amazing product leaves your hair fresh and lustrous."
10671,"Body Wash - Deeply Nourishing For Babies, 0-5 years",Baby Care,Baby Bath & Hygiene,Mamaearth,199.0,199.0,Baby Bath,4.3,"Bath time is the fun time with the bubbles floating around and water splashing over the tub. Mamaearths nourishing body wash has the best ingredients from nature like Aloe Vera, which helps moisturise and Allantoin, which helps soothe your babys body and wash away the dirt and grime. Glycerin extracted from coconut oil helps in nourishing the skin and increases the moisture content in your babys skin. Orange essential oil not only provides a delightfully delicious bath but also gives your little one a fresh and clean feeling all through the day. Our body wash is MadeSafe Certified which makes it the safest and the best body wash you could choose for your munchkin."
10687,"Face Wash - Bio Honey, Gel Refreshing, for All Skin Types",Beauty & Hygiene,Skin Care,BIOTIQUE,134.25,179.0,Face Care,4.2,"This fresh-foaming, 100% soap-free gel is blended with pure honey and extracts from the bark of the arjun tree, euphorbia plant and wild turmeric. It dissolves makeup and impurities, softens skin and helps lighten the complexion."
10701,Cleanser+Suncreen Combo,Beauty & Hygiene,Skin Care,Kaya Clinic,1410.0,1410.0,Face Care,,"Sunscreen: This perfume free sunscreen is specially formulated for sensitive skin. It protects your skin from harmful UVA-UVB rays and prevents sunburn and skin ageing due to sun exposure. This lightweight formula hydrates the skin and spreads easily giving a matte finish.Cleanser: It is specially formulated for sensitive facial skin that needs special attention. This mild, soap-free formula cleanses gently without dryness or irritation. It is specially formulated for sensitive facial skin. This mild, soap-free formula cleanses gently without any dryness or irritation."
10754,"Dark Spot Reduction Creme - Non Greasy Moisturiser, Cream With UV Protect",Beauty & Hygiene,Skin Care,Nivea Men,261.75,349.0,Face & Body,4.1,"This breakthrough skincare specifically developed for men skin. It contains UV filters and licorice extract that reduce dark spots. It is extra light, non-greasy and fast-absorbing."
10757,Scalp Nourishing Oil,Beauty & Hygiene,Hair Care,Kaya Clinic,773.0,1190.0,Hair Oil & Serum,5.0,"A light-weight, non-sticky hair oil with an exotic blend of macadamia, avocado and 100% natural olive oil. Enriched with basil root extract, kaya scalp nourishing oil nourishes and rejuvenates scalp for stronger roots & shaft. This formula controls hair fall from the root and reduces hair fall due to breakage in 90 days."
10789,Anti Hairfall Kit,Beauty & Hygiene,Hair Care,Mamaearth,1297.0,1297.0,Hair Oil & Serum,,"Stress, pollution & unhealthy lifestyle choices can lead to many hair troubles; hair fall being the most common one. Mamaearth Onion Hair Oil helps you combat this problem. Onion Oil, rich in Sulphur, Potassium & antioxidants, reduces hair fall & accelerates hair regrowth. One of the newest breakthrough ingredients in hair regrowth, Redensyl, unblocks hair follicles & also boosts new hair growth. The easy comb applicator ensures that oil sinks well and spreads evenly on the scalp. Safe for coloured & chemically treated hair, the Oil is free of harmful chemicals & toxins such as Silicones, Parabens, Mineral Oil, and Dyes. The hair oil is dermatologically tested and can be used on all skin types. The product has no harsh chemicals and is free of SLS, Parabens, and Mineral Oils.
Stress, pollution & unhealthy lifestyle choices can lead to many hair troubles - hair fall being the most common one. Mamaearth's Onion Hair Shampoo helps you combat this problem. Onion Oil, rich in Sulphur, Potassium & antioxidants, reduces hair fall & accelerates hair growth. Plant Keratin replenishes and strengthens hair, repairing its natural structure. It makes hair smooth and frizz-free. Safe for coloured & chemically treated hair, this shampoo is free of harmful chemicals & toxins such as Silicones, Parabens, Mineral Oil & Dyes.
Stress, pollution and unhealthy lifestyle choices can lead to many hair troubles, hair fall is the most common one. Mamaearth's Onion Hair Conditioner helps you combat that. Onion, rich in Sulphur, Potassium and antioxidants, reduces hair fall and accelerates hair growth. Coconut has nourishing properties. It penetrates deep into the follicles and promotes hair growth & scalp health. Safe for coloured and chemically treated hair, this conditioner is free of harmful chemicals and toxins such as sulfates, silicones, parabens, mineral oil & dyes."
10819,Shower Cap - Bath Essentials,Beauty & Hygiene,Bath & Hand Wash,Fiama,249.0,249.0,Bathing Accessories,4.3,"Fiama Bath Essentials Shower Cap is here to bring back the Joy of Bathing!

Put on this cap before your shower today & voila!

You have said goodbye to a bad hair day."
10852,Root Restore Oil,Beauty & Hygiene,Hair Care,Mamaearth,399.0,399.0,Hair Oil & Serum,3.9,It is extremely important for the roots to be healthy in order to have good looking and healthy hair. Hi! I am Mamaearths Root Restore Hair Oil. I have a combination of the most efficacious natural ingredients that will nourish your scalp and hair from root to tip. I am a therapeutic blend of 8 herbal oils which promote healthy scalp and strengthen the hair roots. Rosemary oil in me prevents premature hair greying and treats dry scalp. Bhringraj oil strengthens the roots while Vitamin F gives your hair a natural shine and reduces dryness. Use me and I will take care of all your hair problems.
10862,"Women Deodorant, Protect & Care, Non-Irritating & 48h Protection With Creme Fragrance",Beauty & Hygiene,Fragrances & Deos,Nivea,195.02,199.0,Women's Deodorants,4.0,"The new Nivea protects and care deodorant and roll on provides effective day-long odour control while protecting delicate underarm skin with the effective presence of Nivea cream ingredients.For Beauty tips, tricks & more visit https://bigbasket.blog/"
10888,Purifying Neem Pack,Beauty & Hygiene,Skin Care,Himalaya,175.5,270.0,Face Care,4.3,"Himalaya Purifying Neem Pack brings together the goodness of Neem, Fullers Earth and Turmeric, which work together to regulate excess oil secretion, clean clogged pores and prevent the recurrence of pimples. Neem is an excellent skin care ingredient known for its antibacterial properties. It improves general skin health and immunity, combating bacterial infections such as acne, boils, and ulcers. Neem tackles bacteria from the root and prevents the recurrence of pimples and blemishes. Turmeric has been used as an antiseptic for centuries. The herb also has strong anti-inflammatory properties which soothe your skin gently. It also makes your skin soft and supple. Fullers Earth is an excellent cleanser."
10915,"Hair Oil - Nourishing, for Babies",Beauty & Hygiene,Hair Care,Mamaearth,299.0,299.0,Hair Oil & Serum,4.0,"Babies have delicate skin and scalp when they are born. It is important to use a natural hair oil specially formulated for them. Hi! I am Mamaearths nourishing baby hair oil. I am non-sticky, mild and gentle on babys scalp. I am Made Safe Certified and Dermatologically tested. I contain absolutely no mineral oil or artificial fragrance. I keep babys scalp healthy and nourish hair roots. Jojoba oil in me treats dry scalp and avocado oil unclogs follicles and stimulates new hair growth. Almond, Lavender and Coconut Oil soothes the cradle cap. I keep babys hair soft and nourished and help them grow faster."
10943,Pure Talcum Powder For Men & Women - For Gentle Fragrance & Reliable Protection Against Body Odour,Beauty & Hygiene,Bath & Hand Wash,Nivea,224.1,249.0,Talcum Powder,4.4,"Nivea Pure Talc will leave your skin feeling smooth and soft. This fine powder is lightly fragranced and absorbs moisture, resultant in your skin feeling supple and nourished. Treat yourself to this worthwhile talc either after bathing or showering.
For Beauty tips, tricks & more visit: https://bigbasket.blog/"
10958,Bio Pineapple Oil Control Foaming Face Wash,Beauty & Hygiene,Skin Care,BIOTIQUE,281.25,375.0,Face Care,3.0,"This oil control fresh-foaming, 100% soap-free cleansing gel is blended with extracts of pineapple, neem leaves, euphorbia plant and clove oil to dissolve makeup, purge pores and purify the complexion."
